duration,orig_bytes,resp_bytes,proto,conn_state,label,label_enc
1.4864600520390537e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.4482182026376582e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
3.41632261531326e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
4.1159138078782266e-08,0.0,0.0,1,8,Benign,0
7.034597710284569e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.1917124247124768e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.4577945198177753e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
9.031545229274857e-07,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0
4.7564489305218326e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0
6.3165641797329935e-09,2.1205498694933948e-08,2.9716238067730623e-07,2,8,Benign,0
9.487530133414217e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0
4.434278789627821e-08,0.0,0.0,1,8,Benign,0
1.660546082896153e-06,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
1.2595076768021816e-08,1.7193647590486985e-07,8.914871420319186e-07,2,8,Benign,0
4.434278789627821e-08,0.0,0.0,1,8,Benign,0
5.355380979853142e-07,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
4.4330104032463485e-08,0.0,0.0,1,8,Benign,0
7.034724548922716e-07,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
1.3879444817900854e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
2.1548616234836113e-07,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4483069896843611e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
4.434278789627821e-08,0.0,0.0,1,8,Benign,0
1.3436777970766956e-06,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
3.4257594099914156e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.1820600043494712e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.388007901109159e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
2.6048977954938647e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0
5.073545525889955e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0
6.3165641797329935e-09,2.1205498694933948e-08,2.9716238067730623e-07,2,8,Benign,0
6.341931907362444e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0
4.4330104032463485e-08,0.0,0.0,1,8,Benign,0
2.510060545751167e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
4.118450580641171e-08,0.0,0.0,1,8,Benign,0
7.479420814266971e-07,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
4.434278789627821e-08,0.0,0.0,1,8,Benign,0
2.4275520116363817e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
4.434278789627821e-08,0.0,0.0,1,8,Benign,0
1.3405448827144586e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.3880840042920473e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
2.1519443348062243e-07,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.448129415590955e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.1281789508645199e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.3405321988506439e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
2.6271960280801514e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0
4.75518054414036e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0
6.3165641797329935e-09,2.1205498694933948e-08,2.9716238067730623e-07,2,8,Benign,0
6.341931907362444e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0
4.435547176009293e-08,0.0,0.0,1,8,Benign,0
2.506737373431709e-06,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
3.4226264956291788e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.426046808689519e-07,0.0,0.0,1,8,Benign,0
1.5908228835066102e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.457629629588184e-07,0.0,0.0,1,8,Benign,0
6.084068956009087e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0
2.5639162315084885e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.3911788670628403e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
2.1544811075691691e-07,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.1250206687746534e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.435597758142007e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
1.6763628610731148e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0
1.0143285892635493e-07,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0
6.3165641797329935e-09,2.1205498694933948e-08,2.9716238067730623e-07,2,8,Benign,0
9.500213997228941e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0
1.4895929664012908e-07,0.0,0.0,1,8,Benign,0
6.969656327553178e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.4798898105830262e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
3.4164367700875923e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0
6.558572301317944e-07,1.948613393588525e-08,8.350262897032305e-07,2,8,Benign,0
1.459785886436687e-07,0.0,0.0,1,8,Benign,0
2.5575616157373118e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.489212450486849e-07,0.0,0.0,1,8,Benign,0
6.306163411404919e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.118678736867291e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.4134009964662384e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
2.8427202420199564e-06,9.14128930227558e-07,5.259774137988319e-07,1,8,Benign,0
2.5447382294206247e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0
9.82618929726737e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0
6.329248043547719e-09,2.1205498694933948e-08,2.9716238067730623e-07,2,8,Benign,0
6.341931907362444e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0
1.6604826635770792e-06,2.3497985040332213e-08,3.684813520398597e-07,2,8,Benign,0
1.4578833068644785e-07,0.0,0.0,1,8,Benign,0
6.116412808736636e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.3912042347904698e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
2.1230251253086516e-07,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4514779556380424e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4259199700513718e-07,0.0,0.0,1,8,Benign,0
6.622498974944158e-07,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
3.4510256667103475e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0
5.893557321511918e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
3.067731986093176e-06,5.728350255563914e-06,5.259774137988319e-07,1,8,Benign,0
6.062886903438496e-09,2.3497985040332213e-08,1.6938255698606454e-07,2,8,Benign,0
1.4893392891249963e-07,0.0,0.0,1,8,Benign,0
6.147488275082711e-07,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
1.1884019362568337e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.4260975441447778e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
6.937819829378219e-07,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0
5.072277139508483e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0
6.3165641797329935e-09,2.1205498694933948e-08,2.9716238067730623e-07,2,8,Benign,0
6.3546157711771674e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0
1.45780720368159e-06,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
1.489212450486849e-07,0.0,0.0,1,8,Benign,0
1.84762039029953e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
2.1863176057441288e-07,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.3911788670628403e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.445097972139236e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0
6.08343476281835e-07,1.948613393588525e-08,9.241750039064223e-07,2,8,Benign,0
3.4226138117653636e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.64776074817091e-07,0.0,0.0,1,8,Benign,0
1.3784442677928565e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.1789017222596047e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.492662461444454e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
1.4672566822235603e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0
5.388105348495132e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0
6.329248043547719e-09,2.1205498694933948e-08,2.9716238067730623e-07,2,8,Benign,0
6.3546157711771674e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0
1.4894661277631434e-07,0.0,0.0,1,8,Benign,0
7.320111484754027e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.4893392891249963e-07,0.0,0.0,1,8,Benign,0
1.600285045912395e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
2.1841613488956255e-07,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.457629629588184e-07,0.0,0.0,1,8,Benign,0
5.640006883855569e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.4133375771471647e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4735986141309227e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0
6.590916154045493e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
3.4257974615828593e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.1281789508645199e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.502162675441683e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
7.191497105672717e-07,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0
1.1727500483094631e-07,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0
6.303880315918268e-09,2.1205498694933948e-08,2.9716238067730623e-07,2,8,Benign,0
6.329248043547719e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0
1.4573759523118893e-07,0.0,0.0,1,8,Benign,0
7.162324218898849e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.457629629588184e-07,0.0,0.0,1,8,Benign,0
7.191497105672717e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.4580101455026256e-07,0.0,0.0,1,8,Benign,0
1.3595326268451018e-06,1.948613393588525e-08,8.350262897032305e-07,2,8,Benign,0
2.184922380724509e-07,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.3943878846079658e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0
9.443390287338974e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.4482435703652877e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
3.42577209385523e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.1884019362568337e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.540201583022043e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
7.668156707830077e-07,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0
6.023566925612848e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0
6.341931907362444e-09,2.1205498694933948e-08,2.9716238067730623e-07,2,8,Benign,0
6.3165641797329935e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0
1.45826382277892e-07,0.0,0.0,1,8,Benign,0
7.446823284263128e-07,1.948613393588525e-08,8.350262897032305e-07,2,8,Benign,0
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0
1.4228377911443936e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.4269346791565497e-07,0.0,0.0,1,8,Benign,0
7.129980366171301e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
1.4578833068644785e-07,0.0,0.0,1,8,Benign,0
8.650648798918668e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0
2.1542274302928746e-07,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.3879571656539002e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.4481928349100287e-06,2.7509836144779176e-08,1.4263794272510699e-07,2,8,Benign,0
1.17888903839579e-06,1.0585555699876487e-06,4.573329038623743e-06,1,8,Benign,0
1.5750695246487217e-06,1.0585555699876487e-06,2.350554431157492e-06,1,8,Benign,0
