duration,orig_bytes,resp_bytes,proto,conn_state,label,label_enc,anomaly_score,lof_pred,iso_pred,rf_pred,xgb_pred,ensemble_pred
6.243758801436473e-07,2.5790471385730482e-08,1.337230713047878e-07,2,8,Benign,0,-0.5041527250244706,1,1,0,0,0
3.988397851403271e-05,0.0,0.0,1,4,Malicious,1,-0.38471596442642847,0,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
0.0,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.2343852727548463e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
3.2343852727548463e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.932927509782335e-05,0.0,0.0,1,4,Malicious,1,-0.38319521770241255,0,1,1,1,1
4.008052766770568e-05,0.0,0.0,1,4,Malicious,1,-0.41584822665114207,1,1,1,1,1
3.481720617141982e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.4112366068253393,0,1,0,0,0
3.2343852727548463e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
3.1786777428805747e-06,0.0,0.0,1,1,Benign,0,-0.6170871417646001,1,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.9643048520872006e-05,0.0,0.0,1,4,Malicious,1,-0.37446571280258817,0,0,1,1,1
4.03397351086234e-05,9.055321064323147e-08,0.0004027501177795,1,8,Malicious,1,-0.7413657981251789,0,1,1,0,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.793692931528955e-05,0.0,0.0,1,4,Malicious,1,-0.41516489962033887,1,1,1,1,1
3.803345351891961e-05,0.0,0.0,1,4,Malicious,1,-0.3922500080349288,1,1,1,1,1
3.802581783290314e-05,0.0,0.0,1,4,Malicious,1,-0.3919413727198366,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
0.0,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.795756596171611e-05,0.0,0.0,1,4,Malicious,1,-0.4047896737544058,0,1,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
4.007398279397729e-05,0.0,0.0,1,4,Malicious,0,-0.41584822665114207,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
6.316564179732993e-09,1.662052600413742e-08,1.337230713047878e-07,2,8,Benign,0,-0.4196371853844054,0,1,0,0,0
3.973813944789101e-05,0.0,0.0,1,4,Malicious,1,-0.3767163002626431,0,1,1,1,1
3.796846140073296e-05,0.0,0.0,1,4,Malicious,1,-0.39899365536250464,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
6.341931907362444e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.8036751323511435e-05,0.0,0.0,1,4,Malicious,1,-0.3929257279593912,0,1,1,1,1
3.8022697602404726e-05,0.0,0.0,1,4,Malicious,1,-0.39186854867272264,0,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
9.487530133414217e-09,1.662052600413742e-08,1.337230713047878e-07,2,8,Benign,0,-0.4196371853844054,0,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.950067214955173e-05,0.0,0.0,1,4,Malicious,0,-0.3769840676092563,1,1,1,1,1
3.2090175451253963e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
3.9462595190379915e-05,0.0,0.0,1,4,Malicious,0,-0.3769972917609762,1,1,1,0,1
3.804020133446904e-05,0.0,0.0,1,4,Malicious,1,-0.3935145485154722,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.798673884848998e-05,0.0,0.0,1,4,Malicious,1,-0.39592279657831775,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.132914362237047e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
4.005502041757427e-05,0.0,0.0,1,4,Malicious,0,-0.4121307581891773,0,1,1,0,1
3.796549337660031e-05,0.0,0.0,1,4,Malicious,1,-0.39973531869568796,1,1,1,1,1
3.952592572240685e-05,0.0,0.0,1,4,Malicious,0,-0.3772606018153363,1,1,1,1,1
6.341931907362444e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.9395789279667765e-05,0.0,0.0,1,4,Malicious,1,-0.3782576348437851,0,1,1,1,1
1.014709105177991e-10,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
0.0,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.988073144489614e-05,0.0,0.0,1,4,Malicious,1,-0.38471596442642847,0,1,1,1,1
6.316564179732993e-09,2.5790471385730482e-08,1.337230713047878e-07,2,8,Benign,0,-0.41696072031119835,0,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.804115262425515e-05,0.0,0.0,1,4,Malicious,1,-0.3940324464809926,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.958597113370575e-05,0.0,0.0,1,4,Malicious,1,-0.3748800674046292,0,0,1,1,1
1.955369813405618e-06,2.5790471385730482e-08,1.337230713047878e-07,2,8,Benign,0,-0.5639913860734137,0,1,0,0,0
3.9113979193432206e-05,0.0,0.0,1,4,Malicious,1,-0.39901684305619395,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.802373767923753e-05,0.0,0.0,1,4,Malicious,1,-0.392184834448209,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.3089113263605348e-06,2.5790471385730482e-08,1.337230713047878e-07,2,8,Benign,0,-0.5381344095146489,1,1,0,0,0
3.805159144417466e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
0.0,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.937384619526829e-05,0.0,0.0,1,4,Malicious,1,-0.38040865650319095,1,1,1,1,1
3.804276347495962e-05,0.0,0.0,1,4,Malicious,1,-0.3940324464809926,1,1,1,1,1
3.953849543144723e-05,0.0,0.0,1,4,Malicious,1,-0.3757603227802975,0,1,1,1,1
6.341931907362444e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.940532754525644e-05,0.0,0.0,1,4,Malicious,1,-0.3778693470821595,0,1,1,1,1
1.2569709040392363e-08,1.662052600413742e-08,1.337230713047878e-07,2,8,Benign,0,-0.418282728710207,0,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
2.2158710084324383e-08,1.662052600413742e-08,1.337230713047878e-07,2,8,Benign,0,-0.41716177459758713,0,1,0,0,0
0.0,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
9.487530133414217e-09,2.5790471385730482e-08,1.337230713047878e-07,2,8,Benign,0,-0.41696072031119835,0,1,0,0,0
3.9259602633889064e-05,0.0,0.0,1,4,Malicious,0,-0.3874612544928618,0,1,1,1,1
3.974467163775559e-05,0.0,0.0,1,4,Malicious,0,-0.377151086303419,1,1,1,1,1
1.0446430237807417e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.42563650284028565,0,1,0,0,0
1.4153467011754174e-05,4.2984118976217463e-08,7.221045850458541e-07,1,7,Malicious,1,-0.5709657320213632,1,1,0,1,1
3.953555277504222e-05,0.0,0.0,1,4,Malicious,0,-0.3764271517554603,1,1,1,1,1
0.0,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.913961328220176e-05,0.0,0.0,1,4,Malicious,1,-0.3959418383783851,1,1,1,1,1
1.1669154709546895e-09,2.836951852430353e-07,0.0,2,4,Benign,0,-0.6216898709498853,1,1,0,0,0
3.966514381163726e-05,0.0,0.0,1,4,Malicious,1,-0.37505086931314463,0,0,1,1,1
3.939279588780749e-05,0.0,0.0,1,4,Malicious,1,-0.378521928351366,0,1,1,1,1
6.955830915995128e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.4124719958326439,1,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
9.411426950525869e-09,1.662052600413742e-08,1.337230713047878e-07,2,8,Benign,0,-0.4196371853844054,1,1,0,0,0
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.8873589356310635e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.41239920945089803,1,1,0,0,0
5.229092821395452e-05,4.2410997389867895e-08,7.19132961239081e-07,1,7,Malicious,1,-0.6114671140586665,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.982062261427816e-05,0.0,0.0,1,4,Malicious,1,-0.3823948974995676,0,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.967203114968865e-05,0.0,0.0,1,4,Malicious,1,-0.37505086931314463,1,0,1,1,1
2.5266256718931977e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.4112824447883829,1,1,0,0,0
3.2090175451253963e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.8033529622102495e-05,0.0,0.0,1,4,Malicious,1,-0.3922500080349288,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
0.0,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
0.0004197453675313,3.5533538353673105e-08,7.993668040219537e-07,1,7,Malicious,1,-0.7057217859763332,0,1,1,1,1
3.923791322676588e-06,0.0,0.0,1,1,Benign,0,-0.617875522575515,1,1,0,0,0
3.803644691077988e-05,0.0,0.0,1,4,Malicious,1,-0.3929257279593912,0,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.996278335991359e-05,0.0,0.0,1,4,Malicious,1,-0.3920098427599545,1,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.803889489649613e-05,1.0316188554292193e-07,0.0,0,0,Benign,0,-0.6535561706524614,0,1,0,0,0
6.916202720278783e-05,3.375686143598945e-07,5.351894475998285e-06,1,8,Malicious,1,-0.7457374278480883,0,1,1,1,1
3.962725711042268e-05,0.0,0.0,1,4,Malicious,0,-0.3754298549377988,0,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.955778758830943e-05,0.0,0.0,1,4,Malicious,0,-0.37485585590485077,1,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
7.917267793151275e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.4153005860263291,0,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.9985474792278136e-05,0.0,0.0,1,4,Malicious,0,-0.396141751013988,1,1,1,0,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
6.636197547864062e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.4123340325332698,0,1,0,0,0
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
7.271659124981778e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.41287460116256625,0,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
0.0001276602988451,1.6505901686867506e-07,7.131897136255349e-07,2,8,Benign,0,-0.720976619891689,1,1,0,0,0
6.012151448179599e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.4119680896014028,0,1,0,0,0
6.240460996844644e-09,2.5790471385730482e-08,1.337230713047878e-07,2,8,Benign,0,-0.41696072031119835,1,1,0,0,0
6.341931907362444e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
9.829994456411789e-08,5.501967228955835e-08,2.8527588545021397e-07,2,8,Benign,0,-0.5344614762883233,1,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
6.303880315918268e-09,1.662052600413742e-08,1.337230713047878e-07,2,8,Benign,0,-0.4196371853844054,0,1,0,0,0
3.9931263958334005e-05,0.0,0.0,1,4,Malicious,1,-0.38856175422507055,1,1,1,1,1
5.7115438757706176e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.4111069658910524,1,1,0,0,0
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.990295357429954e-05,0.0,0.0,1,4,Malicious,0,-0.3872771041904134,0,1,1,1,1
3.2090175451253963e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
3.805159144417466e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.3487919309667928e-05,3.839914628542093e-08,6.923883469781235e-07,1,7,Benign,0,-0.5653683295543851,0,1,0,0,0
3.221701408940122e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
3.9494190695142394e-05,0.0,0.0,1,4,Malicious,0,-0.3765147023475722,1,1,1,1,1
4.000429764617919e-05,0.0,0.0,1,4,Malicious,1,-0.3996352350937228,0,1,1,0,1
4.00707991441598e-05,0.0,0.0,1,4,Malicious,1,-0.41584822665114207,0,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
6.341931907362444e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
6.329248043547719e-09,2.5790471385730482e-08,1.337230713047878e-07,2,8,Benign,0,-0.41696072031119835,0,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.9709829063856536e-05,0.0,0.0,1,4,Malicious,1,-0.37535870342409255,0,1,1,1,1
3.917427828200741e-05,0.0,0.0,1,4,Malicious,0,-0.39267404445798926,1,1,1,1,1
4.000754471531576e-05,0.0,0.0,1,4,Malicious,1,-0.3998074404365923,0,1,1,0,1
6.344043770687596e-05,4.470348373526616e-08,0.0,2,4,Benign,0,-0.6132205899476388,0,1,0,0,0
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.9868174419719565e-05,0.0,0.0,1,4,Malicious,1,-0.3846666969673732,1,1,1,1,1
9.60168490774674e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.5214516144537998,0,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.8033529622102495e-05,0.0,0.0,1,4,Malicious,1,-0.3922500080349288,1,1,1,1,1
3.949400043718518e-05,0.0,0.0,1,4,Malicious,1,-0.3765147023475722,0,1,1,1,1
6.341931907362444e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
2.045780394676977e-07,3.209480883557571e-07,1.664109331792915e-06,0,0,Benign,0,-0.7460981113733107,0,1,0,0,0
3.9338749944092946e-05,0.0,0.0,1,4,Malicious,1,-0.3827059014761005,0,1,1,1,1
2.2133342356694928e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.4113780770164763,0,1,0,0,0
3.981736286127778e-05,0.0,0.0,1,4,Malicious,0,-0.3823948974995676,0,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
6.341931907362444e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.9218342024899765e-05,0.0,0.0,1,4,Malicious,1,-0.3908724864076509,1,1,1,1,1
5.3310279613288705e-08,0.0,1.7829742840638373e-06,2,9,Benign,0,-0.6452799219360056,1,1,0,0,0
3.221701408940122e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
3.805159144417466e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.921831665717213e-05,0.0,0.0,1,4,Malicious,0,-0.3908724864076509,1,1,1,1,1
9.50528754275483e-08,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.42234789692282143,1,1,0,0,0
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.797990224589384e-05,0.0,0.0,1,4,Malicious,1,-0.3971553580738125,1,1,1,1,1
3.805159144417466e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
0.0,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.9934828124065945e-05,0.0,0.0,1,4,Malicious,0,-0.38937027122274753,1,1,1,1,1
1.0446430237807417e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.42563650284028565,0,1,0,0,0
3.221701408940122e-09,0.0,0.0,1,4,Malicious,1,-0.351576245401008,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
3.800643688899424e-05,0.0,0.0,1,4,Malicious,1,-0.39184565189911674,0,1,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.073545525889955e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
5.167633159281203e-05,3.839914628542093e-08,6.923883469781235e-07,1,7,Malicious,0,-0.61149780056685,0,1,1,0,1
6.316564179732993e-09,1.662052600413742e-08,1.337230713047878e-07,2,8,Benign,0,-0.4196371853844054,0,1,0,0,0
6.75009864492029e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,-0.5076428456963996,1,1,0,0,0
3.805159144417466e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
0.0,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
1.2683863814724887e-11,0.0,0.0,1,4,Malicious,1,-0.3510226749014284,0,0,1,1,1
